title,resume,date
Recherche scientifique: Rachid Yazami primé à Paris,"Le Professeur marocain Rachid Yazami, à l’origine de plusieurs découvertes; a été primé à Paris. Il a en effet reçu mardi soir dans la capitale française, le Prix de l’Investisseur Arabe (Arab Investor Award), dans la catégorie « Green Application », en reconnaissance pour ses recherches scientifiques et ses inventions.",18 Sep 2019
Espagne : Les Marocains toujours au 1er rang des affiliés extra-communautaires à la sécurité sociale,"Les Marocains conservent leur 1er rang des affiliés extra-communautaires à la sécurité sociale en Espagne. A fin août, leur nombre s’établissait à quelque 244.358 affiliés.",19 Sep 2019
Drapeau national brûlé à Paris : Le CCME dénonce un acte « enfantin et lâche »,"Des manifestants se prévalent du Hirak du Rif, ont organisé, ce samedi à Paris, une marche censée apporter un soutien aux détenus, et durant laquelle le drapeau national a été « brûlé », dans un acte qualifié de « lâche et enfantin » par le Conseil de la communauté marocaine à l’étranger (CCME). ",28 Oct 2019
Québec: Le corps de l’élève-pilote marocaine retrouvé,"Le corps de l’élève pilote marocaine, Hind Barch, dont le Cessna 172 avait disparu des radars dans la nuit de mercredi à jeudi, a été retrouvé dans la région de Racines, à l’extrême sud du pays. ",07 Sep 2019
Espagne: Les Marocains se maintiennent en tête des affiliés à la sécurité sociale,"Les Marocains ont conservé au titre de septembre 209, leur 1er rang des affiliés extra-communautaires à la sécurité sociale en Espagne, avec un total de 251.533 affiliés.",22 Oct 2019
Diaspora en Hollande: un manifeste « pour la liberté de choix de nationalité »,Un groupe de Maroco-néerlandais ont appelé dans un ,25 Sep 2019
"Casablanca : Plus de 1,7 kg de cocaïne extrait des intestins d’un ressortissant nigérian","Une quantité de 1730 grammes de cocaïne a été extraite des intestins d’un ressortissant nigérian, âgé de 44 ans, au Centre hospitalier universitaire (CHU) Ibn Rochd à Casablanca, a-t-on appris auprès du district de sûreté de l’aéroport international Mohammed V de Casablanca.",03 Déc 2019
Tanger : Démantèlement d’une usine clandestine de fabrication de sacs en plastique,"Une usine clandestine de fabrication de sacs en plastique interdits a été démantelée récemment à Cheraga aux environs de Tanger, par la commission provinciale mixte composée de la délégation du ministère de l’Industrie, de l’Investissement, du Commerce et de l’Economie verte et Numérique, la wilaya et la Gendarmerie Royale.",03 Déc 2019
« Moul Kaskita » déféré devant la justice en état d’arrestation,"Le procureur du Roi près le tribunal de première instance de Settat a annoncé, mardi, qu’il a été décidé de déférer l’administrateur de la chaîne « Moul Kaskita » devant la justice en état d’arrestation.",03 Déc 2019
Tripoli: Six Marocains blessés dans le raid aérien contre un centre pour migrants,"Six Marocains ont été blessés, dont deux grièvement, dans la frappe aérienne de mardi soir contre un centre d’accueil pour migrants à Tajoura (11 km à l’est de Tripoli), a annoncé jeudi le Consulat général du Maroc à Tunis.",04 Juil 2019
Genève: Débat sur les procédures spéciales du conseil des droits de l’Homme," est le thème d’un side-event organisé mercredi au Palais des Nations Unies à Genève par la mission diplomatique du Maroc, en marge de la 41ème session du Conseil des droits de l’Homme, avec la participation de plusieurs experts dans le domaine.",04 Juil 2019
Luxembourg: Le Maroc participe aux travaux de l’Assemblée parlementaire de l’OSCE ,"Une délégation du parlement marocain prend part aux travaux de la 28-ème session annuelle de l’Assemblée parlementaire de l’Organisation pour la sécurité et la coopération en Europe (OSCE), organisée du 4 au 8 juillet au Luxembourg, dans la perspective de la tenue de la prochaine session de cette Assemblée, entre le 3 et le 6 octobre à Marrakech.",04 Juil 2019
Paris: Le Maroc participe au premier Sommet mondial de l’Alliance U7,"Le Maroc prend part les 9 et 10 juillet à Paris, au premier Sommet mondial de l’Alliance U7, une alliance internationale inédite d’universités de référence mondiale représentant plus de 2 millions d’étudiants dans le monde.",05 Juil 2019
Raid contre un centre pour migrants en Libye : Neuf Marocains blessés,"Le bilan des victimes marocaines dans le raid aérien de mardi soir contre un centre d’accueil pour migrants à Tajoura (11 km à l’est de Tripoli), continu de s’alourdir. Alors qu’un précédent bilan faisait état de six blessés, dont deux grièvement, le Consulat général du Royaume à Tunis, fait savoir que neuf Marocains ont été légèrement blessés dans la frappe.",06 Juil 2019
Genève: Benyoub défend son plan de lutte contre le racisme et la discrimination raciale,"Le Délégué interministériel aux droits de l’Homme, Ahmed Chaouqui Benyoub, a réitéré, lundi, devant le Conseil des droits de l’Homme à Genève, l’engagement constant du Maroc en faveur de la lutte contre le racisme et la discrimination sous toutes leurs formes.",09 Juil 2019
France : les Chibanis pourront enfin bénéficier de la protection sociale au Maroc,"Le gouvernement Edouard Philippe a autorisé cette semaine les travailleurs immigrés marocains retraités en France, communément appelés les Chibanis, à bénéficier de la protection sociale et de la retraite pendant leur séjour au Maroc, sans être obligés de rester en Hexagone.",15 Juil 2019
Un Belgo-marocain pour présider l’Hémicycle bruxellois,"L’homme politique belgo-marocain, Rachid Madrane, vient d’être désigné président du Parlement régional bruxellois pour un mandat de cinq ans. Natif de Bruxelles, Madrane 51 ans, est entré dans la politique par la porte du militantisme, et s’est dit « très heureux » de pouvoir représenter et incarner cette ville « jeune, multiculturelle et cosmopolite ».",29 Juil 2019
Scandale financier en Espagne: le CCME intente une action en justice contre El Mundo,"Le Conseil de la communauté marocaine à l’étranger (CCME) a engagé une action en justice contre le quotidien espagnol El Mundo suite à une enquête publiée dans son numéro du 11 juin dernier et qui lie son secrétaire général, Abdallah Boussouf à un scandale financier en Espagne.",01 Août 2019
5è édition des séminaires Régionaux de l’Investissement de BMCE BOA,"BMCE Bank of Africa a inauguré la 5è édition des séminaires Régionaux de l’Investissement, un programme dédié aux « Marocains Citoyens du Monde » (MCM).",03 Août 2019
Béni Mellal : Un brigadier de police fait usage de son arme pour appréhender un individu dangereux,"Un brigadier-chef exerçant à l’unité mobile relevant de la préfecture de police de Béni Mellal, a été contraint, lundi soir, de tirer une balle de sommation de son arme de service lors d’une intervention sécuritaire pour l’arrestation d’un récidiviste muni d’une arme blanche, qui était dans un état de forte impulsivité et exposait la vie des citoyens et la sécurité des fonctionnaires de police à un danger sérieux et imminent. ",03 Déc 2019
Prison Nador 2 : L’administration pénitentiaire dément des informations partagées sur les réseaux sociaux concernant un détenu,"L’administration de la prison locale de Nador 2 a démenti mardi le contenu d’un enregistrement vidéo, relayé sur les réseaux sociaux, dans lequel la mère du détenu (A.M) prétend avoir trouvé son fils, lors de la visite qu’elle lui a rendue, « ",04 Déc 2019
France/MAB: Participation distinguée du Maroc,Le ,04 Août 2019
Prison locale de Mohammedia : L’administration pénitentiaire dément tout acte contraire à la loi contre un détenu,"L’administration de la prison locale de Mohammedia a démenti, mardi, le contenu d’un enregistrement vidéo dans lequel l’ex-détenu (T.M) prétend avoir subi une torture psychologique de la part de la direction de l’établissement, affirmant qu’il n’a jamais fait l’objet de traitement contraire à la loi.",05 Déc 2019
S1-2019 : Plus de 273.000 Marocains affiliés à la sécurité sociale en Espagne,Le nombre total de Marocains affiliés à la sécurité sociale en Espagne s’est établi au premier semestre 2019 à 273.901 adhérents. Les ressortissants marocains se maintiennent ainsi à la tête du classement des travailleurs étrangers extra-communautaires cotisant à la sécurité sociale en Espagne.,20 Juil 2019
Tanger : Arrestation d’un couple impliqué dans le trafic de voitures volées à l’étranger,"Les éléments du service préfectoral de la police judiciaire de Tanger ont arrêté, mercredi sur la base d’informations précises fournies par les services de la Direction générale de la surveillance du territoire (DGST), un couple (43 ans et 35 ans), pour ses liens présumés avec un réseau criminel s’activant dans le trafic international de voitures volées à l’étranger, faux et usage de faux, escroquerie et émission de chèques sans provision.",05 Déc 2019
El Malki: Moscou veut initier un partenariat tripartite Maroc-Russie-Afrique ,"Les moyens de renforcer la coopération entre le Maroc et la Russie et d’initier un partenariat tripartite Maroc-Russie-Afrique ont été au centre d’un entretien, mardi à Moscou, du président de la Chambre des représentants, Habib El Malki, avec le vice-ministre des Affaires étrangères russe, Mikhail Bogdanov.",02 Juil 2019
El Ferdaous: L’acte juridique de la nouvelle charte d’investissement en cours de finalisation,"Le Maroc a engagé une série de chantiers structurels qui impacteront sa politique de promotion de l’investissement au cours des prochains mois, a affirmé, lundi à Amman, le secrétaire d’État auprès du ministre de l’Industrie chargé de l’Investissement, Othman El Ferdaous.",02 Juil 2019
Grâce aux efforts du Maroc: Baisse des arrivées de migrants clandestins en Espagne,Le Maroc est un ,03 Juil 2019
El Malki appelle à l’instauration d’une diplomatie parlementaire multidimensionnelle,"Dans une allocution lors de la séance de clôture du 2ème Forum du développement du parlementarisme à Moscou, le président de la Chambre des représentants, Habib El Malki, a appelé mardi à l’instauration d’une «diplomatie parlementaire multidimensionnelle touchant à divers sujets tels que les défis climatiques, le dialogue culturel et civilisationnel et la paix et la coopération». Elle constitueraient de «nouvelles pistes d’action pour une diplomatie parlementaire servant de force de proposition pour les valeurs constructives, le progrès et la prospérité commune».",03 Juil 2019
Libye : Un Marocain parmi les victimes du raid contre un centre d’immigrés,Le gouvernement d’union nationale en Libye a fait savoir qu’un ressortissant marocain figure parmi les victimes du raid aérien mené mardi contre un centre d’accueil de migrants à Tripoli.,03 Juil 2019
Bruxelles: Visite de la mission exploratoire temporaire sur les consulats," La mission exploratoire temporaire sur les consulats, mise sur pied par la Chambre des représentants, a effectué mardi une visite au siège du consulat général du Maroc à Bruxelles.",03 Juil 2019
Washington: Réunion sur le Dialogue stratégique entre les Etats-Unis et le Maroc,"Dans le cadre du Dialogue Stratégique entre le Maroc et les États Unis, une réunion du groupe de travail sur la sécurité de ce Dialogue s’est tenue mercredi à Washington, en vue de renforcer les efforts de coopération dans ce domaine entre les deux pays.",04 Juil 2019
Prison locale de Oued Zem : La direction de l’établissement pénitencier apporte des éclaircissements concernant la situation d’un détenu,,12 Déc 2019
Nezha El Ouafi réitère l’engagement du Maroc dans la lutte contre le changement climatique ,"Le Maroc est engagé dans une politique volontariste de lutte contre le changement climatique, faisant du secteur des énergies renouvelables et de l’efficacité énergétique deux axes prioritaires d’atténuation des émissions de Gaz à effet de Serre, a souligné mercredi à Varsovie, Mme Nezha El Ouafi, secrétaire d’Etat chargée du Développement durable.",04 Juil 2019
Alpha Barry loue l’action du Roi Mohammed VI au profit du Burkina Faso,"Le ministre burkinabè des Affaires étrangères et de la Coopération, Alpha Barry, a loué l’action inlassable entreprise par le Roi Mohammed VI au profit du Burkina Faso et à l’égard des autres pays du continent africain, dans le cadre d’une coopération Sud-Sud efficiente et fructueuse.",03 Juil 2019
UE-Maroc: Ouverture des travaux de la 14ème session du Conseil d’association ,"Les travaux de la 14ème session du Conseil d’association Maroc-Union européenne ont débuté, jeudi à Bruxelles.",27 Juin 2019
Comores: Abdelilah Benryane présente ses lettres de créance,"L’Ambassadeur du Roi à Dar es Salam (Tanzanie), Abdelilah Benryane, a présenté au président de l’Union des Comores, Azali Assoumani, les lettres de créance l’accréditant en tant qu’Ambassadeur extraordinaire et plénipotentiaire du Roi auprès de ce pays. ",29 Juin 2019
Colombie: Le Maroc réaffirme son engagement à l’OEA,"L’Ambassadeur du Maroc en Colombie, Farida Loudaya, a réaffirmé, vendredi soir à Medellín (nord-ouest de la Colombie), l' »engagement total » du Royaume de continuer à œuvrer activement au sein de l’Organisation de États Américains (OEA) en tant que membre observateur permanent de cette instance.",29 Juin 2019
Nouveau camouflet pour le polisario: Lancement du partenariat euro-marocain de prospérité partagée," Le Maroc et l’Union européenne (UE) ont lancé, jeudi à Bruxelles, une nouvelle étape statutaire de leur relation stratégique, multidimensionnelle et privilégiée, baptisée ",27 Juin 2019
Moscou: Le Maroc participe au Forum international sur le développement du parlementarisme,"Les travaux du deuxième Forum international sur le développement du parlementarisme se sont ouverts lundi dans la capitale russe, avec la participation du Maroc.",01 Juil 2019
ANCFCC: Rapprochement des MRE des services digitalisés de la conservation foncière,"La deuxième phase de la campagne de sensibilisation autour des services digitalisés de la conservation foncière auprès des usagers marocains établis à l’étranger, a été lancé lundi à Rabat à l’initiative conjointe du ministère délégué chargé des Marocains résidant à l’étranger et des Affaires de la migration et l’Agence nationale de la conservation foncière, du cadastre et de la cartographie (ANCFCC).",01 Juil 2019
Draa Tafilalet: Premier forum dédié à l’investissement des MRE,"La région de Draa Tafilalet accueille les 28 et 29 juin, la première édition du Forum économique international Draa Tafilalet (FEIDT) dédié à l’investissement. Un projet visant à inviter la diaspora marocaine issue de la région à investir dans sa terre natale. Détails.",28 Juin 2019
Nations-Unies: Mise en exergue de l’initiative marocaine d’autonomie pour le Sahara,Un séminaire international sur le thème ,02 Juil 2019
Sahara marocain: L’UE prend note positivement des efforts sérieux et crédibles du Maroc,L’Union Européenne (UE) a souligné qu’elle ,27 Juin 2019
Larache : Session de formation aux profits des femmes de la région sur leur adhésion aux ODD,"Le parti de l’Environnement et du développement durable (PEDD) a organisé, samedi à Larache, une session de formation au profit de ses militantes dans la région de Tanger-Tétouan-Al Hoceima autour de « la pleine adhésion à la réalisation des Objectifs de développement durable (ODD) 2030 ».",16 Déc 2019
La commission Benmoussa déplaît à Benkirane,"Décidément Abdelilah Benkirane a une opinion sur tout. Dans sa dernière sortie lors des travaux du 7ème Congrès national de l’Union nationale du travail au Maroc (UNTM), l’ancien patron du PJD a dit à qui voulait l’entendre, que la commission Benmoussa, chargée de penser le nouveau modèle de développement lui « ne lui a pas plu ».",16 Déc 2019
Le Maroc prend part aux travaux du CTS au Caire,"Les travaux de la rencontre préparatoire de la 12è réunion du Comité technique spécialisé (CTS) sur la défense, la sécurité et la sûreté de l’Union africaine (UA) se sont ouverts au niveau des experts, dimanche dans la nouvelle capitale administrative au sud-est du Caire.",16 Déc 2019
Agadir : Mise en échec d’une opération de trafic de 650 kg de chira,"Les éléments du service préfectoral de la police judiciaire d’Agadir ont mis en échec, tôt samedi matin, sur la base d’informations précises fournies par la Direction générale de la surveillance du territoire (DGST), une opération de trafic de drogue qui s’est soldée par la saisie de 650 Kg de chira.",14 Déc 2019
La commission Benmoussa démarre ses travaux,"La Commission Spéciale sur le Modèle de Développement (CSMD) ont entamé ses travaux ce lundi à l’Académie du Royaume du Maroc, sous la présidence de Chakib Benmoussa. ",16 Déc 2019
Breizh-Tamazgha : Un quatrième projet de classe maternelle au Maroc,L’association Breizh-Tamazgha projette la remise en état d’une classe de préscolarisation dans le Sud-Est du Maroc.,16 Déc 2019
Harcèlement: Qu’en est-il une année après l’entrée en vigueur de la loi 103-13 ?,"La loi 103-13 relative à la lutte contre la violence envers les femmes, notamment dans l’espace public et au travail, est entrée vigueur il y une année, et pourtant, rien n’a changé. Les femmes sont encore plus harcelées dans la rue et les espaces publics face à des hommes qui ignorent jusqu’à l’existence de ce texte et continuent de faire ce bon leur semble. ",16 Déc 2019
Education: Comment inverser la culture de la médiocrité au Maroc?,"L’enseignement au Maroc n’a pas fini de faire parler de lui… en mal. Après la publication des résultats de l’enquête PISA 2018 à laquelle le Maroc a pris part pour la première fois, les questions foisonnent et les éléments de réponse s’imposent d’eux-mêmes. Le problème ne se situe pas seulement chez les élèves qui n’ont pas le niveau minimum requis, mais c’est surtout le système éducatif au Maroc qui est sanctionné, avec évidemment des lacunes observées en son noyau même, à savoir l’enseignant.",16 Déc 2019
La Gambie annonce l’ouverture prochaine d’un consulat général à Dakhla,"La Gambie a annoncé, jeudi à Rabat, sa décision d’ouvrir prochainement un consulat à Dakhla.",13 Déc 2019
Espinosa: Le Pacte de Marrakech contribue à résoudre l’actuelle crise migratoire mondiale,"La présidente de l’Assemblée générale des Nations-Unies, Maria, Fernanda Espinosa, a affirmé, jeudi à New York, que la mise en œuvre du Pacte de Marrakech sur la migration contribuera à résoudre l’actuelle crise migratoire mondiale qui se manifeste notamment en Amérique centrale et au niveau de la frontière entre le Mexique et les Etats-Unis.",28 Juin 2019
OCI : Le Maroc prendra part à la réunion préparatoire de la Conférence des ministres de la santé à Abu Dhabi,"Une réunion préparatoire à la septième session de la Conférence des ministres de la santé de l’Organisation de la Coopération Islamique (OCI) s’est tenue dimanche à Abu Dhabi, au niveau des hauts fonctionnaires, avec la participation du Maroc.",16 Déc 2019
Tokyo: Des femmes parlementaires marocaines participent au Sommet des dirigeantes politiques," Une délégation de femmes parlementaires de la Chambre des représentants a pris part aux travaux du Sommet mondial des dirigeantes politiques qui s’est tenu du 24 au 27 juin à Tokyo. Cette délégation est composée des vices-présidentes, Meriem Boujamaâ, et Hayat El Machfou et la secrétaire de la Chambre, Asmae Ghlalou.",28 Juin 2019
DGAPR : Démenti concernant les allégations d’une association sur des pratiques de tortures sur des détenus,"La Délégation générale à l’administration pénitentiaire et à la réinsertion (DGAPR) a démenti, jeudi, l’existence de « c",13 Déc 2019
Abu Dhabi: Nezha Louafi représente le Maroc à la réunion préparatoire du Sommet des Nations Unies sur le climat," Les travaux d’une réunion préparatoire se sont ouverts, dimanche à Abou Dhabi, en présence de plus de 1000 hauts responsables pour élaborer les avant-projets de résolutions qui seront examinés lors du Sommet des Nations Unies sur le climat, prévu en septembre prochain à New York.",30 Juin 2019
Fès : Un policier fait usage de son arme pour appréhender deux individus menaçant la sécurité des citoyens,"Un brigadier relevant de l’unité mobile de police de secours de la préfecture de police de Fès a été contraint de dégainer son arme de service sans l’utiliser, samedi matin, lors d’une intervention pour arrêter deux individus, en état d’ébriété avancée et dans un état impulsif, qui menaçaient la sécurité des citoyens et des éléments de la police à coup de jets de pierres.",14 Déc 2019
UNESCO: Karim Hilmi élu à la vice-présidence de la Commission océanographique intergouvernementale,"Le Maroc a été élu, mercredi à Paris, à la vice-présidence de la Commission Océanographique Intergouvernementale (COI) de l’UNESCO.",04 Juil 2019
Casablanca : Arrestation de plusieurs individus dangereux,"Le service préfectoral de la police judiciaire de Casablanca a arrêté, vendredi soir, trois individus âgées entre 28 et 61 ans, pour leur implication présumée dans une affaire de détention d’une arme à feu et de trafic de drogue et de psychotropes.",14 Déc 2019
Aziz Ghali: Le CNDH pensait être capable de surmonter l’Etat policier,Aziz Ghali:,12 Déc 2019
Les premières Assises de la régionalisation avancée les 20 et 21 décembre,"Les premières Assises nationales de la régionalisation avancée, co-organisées par le ministère de l’Intérieur et l’association des régions du Maroc, se tiendront les 20 et 21 décembre prochains à Agadir.",12 Déc 2019
Conseil de gouvernement : Adoption d’un projet de décret sur les attributions et l’organisation du ministère de l’éducation nationale,"Le Conseil de gouvernement, réuni jeudi sous la présidence du Chef du Gouvernement, Saâd Dine El Otmani, a adopté le projet de décret n° 2.19.1020 complétant le décret n° 2.02.382 du 6 Joumada Al-Oula 1423 (17 juillet 2002), relatif aux attributions et à l’organisation du ministère de l’Éducation nationale.",12 Déc 2019
Ankara réitère son soutien à l’intégrité territoriale du Maroc et déplore « un malentendu »,"Après la diffusion sur une chaîne tuque d’une vidéo montrant l’activiste séparatiste, Aminatou Haidar appelant à « l’indépendance du Sahara », Ankara vite fait de réitérer son soutien à l’intégrité territoriale du Maroc, tout en déplorant « un malentendu qui a été corrigé ».",12 Déc 2019
Le roi Mohammed VI approuve plusieurs projets de loi et conventions lors d’un Conseil des ministres,"Le roi Mohammed VI a présidé, mercredi au Palais Royal à Rabat, un Conseil des ministres, au cours duquel il a été procédé à l’approbation de deux projets de lois et de deux conventions internationales, a indiqué le porte-parole du Palais Royal, Abdelhak Larmini, dans un communiqué.",11 Déc 2019
Adoption de plusieurs projets de décret relatifs à l’AMO et les pensions de différents secteurs d’activité,"Le Conseil de gouvernement, réuni jeudi à Rabat, sous la présidence du chef du gouvernement, Saad Dine El Otmani, a adopté deux projets de décret relatifs à l’application de la loi n° 98.15 relative au régime de l’assurance maladie obligatoire de base (AMO) et de la loi n° 99.15 instituant un régime de pensions destiné aux professionnels, travailleurs indépendants et non-salariés exerçant des activités libérales, pour la catégorie des sages-femmes et celle des professionnels de la rééducation.",12 Déc 2019
Bruxelles: L’UE se félicite du «nouvel élan» donné aux relations avec le Maroc,"Les chefs d’Etat et de gouvernement des pays membres de l’Union européenne réunis en Conseil, jeudi et vendredi à Bruxelles, se sont félicités du",21 Juin 2019
"Marseille: Le Maroc prend part au « Sommet des deux rives, Forum de la Méditerranée »", Le Maroc prend part au ,24 Juin 2019
Bruxelles: Une délégation des FAR visite le siège de l’OTAN,"Une délégation d’officiers des Forces Armées Royales (FAR) a effectué les 17 et 18 juin courant une visite au siège de l’Organisation de l’Alliance atlantique (OTAN), à Bruxelles, dans le cadre du partenariat entre le Maroc et l’OTAN.",21 Juin 2019
Amman: Entretiens d’une délégation parlementaire marocaine avec la ministre jordanienne du Développement social,"Une délégation parlementaire marocaine issue du groupe d’amitié parlementaire maroco-jordanien a tenu, dimanche à Amman, une réunion avec la ministre jordanienne du Développement social, Basma Ishaqat, consacrée à l’examen des moyens de renforcer les relations dans les domaines d’intérêt commun et d’explorer les perspectives de les hisser au niveau de l’excellence des liens entre les deux pays.",24 Juin 2019
Dakhla: Signature de plusieurs conventions portant sur le développement de l’intelligence économique,"Plusieurs conventions de partenariat portant sur l’élargissement, le développement et l’appui au domaine de l’intelligence économique territoriale en Afrique ont été signées, jeudi à Dakhla et ce, en marge du 2è Forum africain sur l’intelligence économique.",21 Juin 2019
Washington: Entretiens maroco-américains sur la coopération dans le domaine de l’eau,"Le ministre de l’Équipement, du Transport, de la Logistique et de l’Eau, Abdelkader Amara, a eu des entretiens, lundi à Washington, avec le Secrétaire au Commerce, Wilbur Ross, et d’autres responsables américains, axés sur l’examen des perspectives de coopération dans le domaine de l’eau.",25 Juin 2019
Genève: Hilale préside l’ouverture du Segment humanitaire du Conseil Économique et Social de l’ONU,"L’Ambassadeur, Représentant Permanent du Maroc auprès des Nations Unies à New York, Omar Hilale, a présidé mardi à Genève, en sa qualité de Président du Segment des Affaires Humanitaires du Conseil Économique et Social de l’ONU (ECOSOC), l’ouverture des travaux de ce segment.",26 Juin 2019
ANAPEC: Les professionnels de l’emploi appelés à développer des alternatives innovantes," Devant le congrès international Metropolis à Ottawa, le Maroc a plaidé mardi en faveur de modèles opératoires innovants en matière d’emploi à même de respecter les besoins des marchés des pays émetteurs de la migration.",26 Juin 2019
Omar Hilale: Pas de solution à la question du Sahara en dehors de la souveraineté du Maroc," Dans sa déclaration, lundi à New York, devant le Comité des 24, organe subsidiaire de l’Assemblée Générale, l’Ambassadeur, Représentant Permanent du Maroc auprès de l’ONU, Omar Hilale, a souligné qu’une solution politique, sous l’égide exclusive des Nations-Unies, au différend du Sahara marocain, ne pourra et ne sera être conçue que dans le cadre de la souveraineté du Maroc, de son intégrité territoriale et de son unité nationale sur la base de l’Initiative marocaine d’autonomie.",18 Juin 2019
CAN-2019: Voici les mesures prises pour faciliter le séjour des supporters marocains en Egypte," Dans le cadre de la participation de l’équipe nationale à la 32ème édition de la Coupe d’Afrique des Nations de football qui aura lieu en Egypte du 21 juin au 19 juillet, le ministère des Affaires étrangères et de la coopération internationale a mis en place des mesures d’accompagnement pour faciliter le déplacement et le séjour des supporters marocains qui se rendront en Égypte afin de soutenir les Lions de l’Atlas. ",17 Juin 2019
Tunis: La Maroc participe aux Journées MENA-OCDE,"Les Journées MENA-OCDE, organisées dans le cadre de la rencontre annuelle du Conseil consultatif MENA-OCDE, ont débuté, lundi à Tunis, avec la participation du Maroc, avec pour objectif de partager les idées sur les actions à mener pour parvenir à une croissance économique plus durable et à la création d’emplois et de sociétés inclusives dans la région.",17 Juin 2019
Bataille rangée entre des migrants marocains et la police espagnole au port de Sebta,"Un accrochage entre la police espagnole et des migrants marocains a éclaté, lundi, au port du préside occupé, Sebta. Selon la presse espagnole, les immigrés se sont affrontés, durant environ trois heures, en lançant des pierres et d’autres objets sur les agents de la Garde civile. Ils ont même brûlé des conteneurs.",18 Juin 2019
Genève: Le Maroc prend part à la réunion des ministres du travail des pays non-alignés,"Une réunion des ministres du travail des pays non-alignés s’est tenue, lundi au Palais des Nations à Genève, en marge de la 108ème conférence internationale du travail, avec la participation du Maroc.",18 Juin 2019
Jazouli représente le Maroc au 12ème Sommet des Affaires Etats Unis-Afrique,"Le ministre Délégué chargé de la Coopération Africaine, Mohcine Jazouli, a représenté, mercredi, le Maroc au 12ème Sommet des Affaires Etats Unis-Afrique, qui se tient actuellement à Maputo, Mozambique.",19 Juin 2019
La violence sexuelle commise en période de conflit est un crime de guerre,"Le monde entier célébrait, mercredi 19 juin, la Journée internationale pour l’élimination de la violence sexuelle, qui se perpétue dans tous les conflits du vingt-et-unième siècle. Il est impossible de connaître le chiffre exact des victimes de violences sexuelles. Les experts estiment que des actes de violence sexuelle sont encore largement commis dans plusieurs régions du monde. Ils supposent que pour un cas rapporté, 20 restent sous silence. ",20 Juin 2019
Moscou: Le Maroc prend part à la 26ème Assemblée générale de l’ »Afreximbank »,"Les travaux de la 26ème Assemblée générale de la Banque africaine d’import-export (Afreximbank), placée sous le thème ",20 Juin 2019
Le Maroc participe à la Conférence des procureurs de l’ouest des États-Unis,"La participation du ministère public marocain à la conférence annuelle des procureurs généraux de l’Ouest des États-Unis d’Amérique, qui se tient jusqu’au 21 juin à Santa Barbara, en Californie, ouvre un horizon prometteur pour la coopération judiciaire entre les deux pays, a affirmé le procureur général du Roi près la Cour de Cassation, président du ministère public, Mohamed Abdennabaoui.",20 Juin 2019
Maroc-Colombie: 40è anniversaire de l’établissement des relations diplomatiques,"La Colombie a procédé à l’émission de deux timbres postaux commémoratifs du 40è anniversaire de ses relations diplomatique avec le Maroc, à l’initiative des Services postaux publics colombiens et de l’Ambassade du Royaume en Colombie.",20 Juin 2019
Secousse tellurique de magnitude 4 dans la province de Driouch (Bulletin),"Une secousse tellurique, d’une magnitude de 4,0 degrés sur l’échelle de Richter, a été enregistrée jeudi dans la province de Driouch, a indiqué l’Institut national de géophysique (ING).",05 Déc 2019
Prévisions météorologiques pour la journée du vendredi 06 décembre 2019,"Voici les prévisions météorologiques pour la journée du vendredi 06 décembre 2019, établies par la Direction de la météorologie nationale ",06 Déc 2019
Revue de presse quotidienne du samedi 21 septembre 2019,Voici les principaux titres développés par la presse nationale de ce samedi :,21 Sep 2019
Province de Taourirt: Mobilisation générale pour contrer la vague de froid,"Le Plan national de lutte contre les effets de la vague de froid est en marche depuis deux semaines. A la province de Taourirt qui inclue un ensemble de cercles situés en moyenne altitude, la Commission de surveillance et de suivi du Plan au niveau provincial a tenu une réunion consacrée à l’évaluation et au suivi des mesures proactives prises pour faire face aux effets de la vague de froid et des chutes de neige. Le niveau d’alerte est en effet élevé dans les zones de montagne.",06 Déc 2019
Revue de presse quotidienne de ce jeudi 19 septembre 2019,Voici les principaux titres développés par la presse nationale de ce jeudi 19 septembre 2019,19 Sep 2019
"Le Prix de la caricature, nouveauté de la 17e édition du Grand prix national de la presse","La 17e édition du Grand prix national de la presse (GPNP), organisé chaque année à l’occasion de la Journée nationale de l’information en vue d’encourager les compétences médiatiques marocaines et leur rendre hommage, sera étoffée par l’ajout du Prix de la caricature, selon un communiqué du ministère de la Culture et de la Communication sur le lancement de cette nouvelle édition du GPNP au titre de 2019, rendu public jeudi dernier.",19 Sep 2019
Revue de presse quotidienne de ce vendredi 20 septembre 2019,Voici les principaux titres développés par la presse nationale de ce vendredi 20 septembre 2019,20 Sep 2019
Séminaire régional à Salé sur l’égalité des genres dans l’industrie audiovisuelle et du film,L’égalité des genres dans l’industrie audiovisuelle et du film dans la région Maghreb-Machreq a dominé les travaux d’un séminaire régional organisé samedi à Salé par l’UNESCO en marge du Festival international du film de femmes.,21 Sep 2019
"Hamid El Mahdaoui n’est pas en grève de la faim, selon la DGAPR","Contrairement aux déclarations faites par la famille du journaliste détenu dans le cadre du Hirak du Rif, la Délégation générale à l’ administration pénitentiaire et à la réinsertion (DGAPR) a expliqué que Hamid El Mahdaoui, actuellement détenu à la prison de Tiflet II pour une peine de trois ans, « ",24 Sep 2019
Revue de presse quotidienne de ce mardi 24  septembre 2019,Voici les principaux sujets traités par la presse quotidienne parue ce mardi 24  septembre 2019,24 Sep 2019
